location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Ranchi,Hospital,12,east,1150,high,230,1.5,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,high,M134,metal,galvanized,66,35,3.2,0,0,C,23,2,33,0.7,2700,"hot,coastal",38,32,75900,40250,116150,1.7,0.28,1,1,0,0,46
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,116,31,3.3,0,0,A2,23,2,33,0.6,2700,"hot,coastal",38,32,139200,37200,176400,1.9,0.27,1,1,0,0,46
Davangere,Hospital,11,east,1225,medium,160,1.5,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M98,metal,galvanized,60,30,3.1,0,0,C,23,2,32,0.7,2650,moderate,38,32,73500,36750,110250,1.6,0.28,1,1,0,1,56
Belgaum,Industrial,8,west,725,low,85,2.5,0.55,62,no,C,composite,required,low,moderate,24,67,950,medium,M14,composite,acp,38,20,2.1,0,0,B,16,1,33,1.9,1600,moderate,25,18,27550,14500,42050,0.4,0.55,1,0,0,1,57
Firozabad,Residential,6,north,600,low,90,2.5,0.56,60,no,B,stone,required,avg,hot,27,68,950,medium,M36,stone,sandstone,70,22,1.8,0,0,B,40,0.7,28,1,2200,hot,18,48,42000,13200,55200,0.7,0.56,1,1,1,1,83
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,47,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,47000,33000,80000,0.5,0.3,1,0,0,1,59
Jaisalmer,Commercial,19,south,1685,high,218,1.7,0.39,47,yes,A2,metal,not required,high,hot,29,48,200,high,M149,metal,stainless,109,28,2.9,0,0,A2,47,0.5,32,0.3,7900,"hot,cold",46,55,183665,47180,230845,1.2,0.39,1,1,1,1,78
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,65,23,2.1,0,0,C,24,1,29,0.7,2000,moderate,21,24,32500,11500,44000,0.6,0.55,1,0,1,1,74
Kallakurichi,Commercial,15,south,1420,medium,165,1.8,0.39,48,yes,A2,glass,required,high,hot,29,70,1150,high,M184,glass,low-e,168,42,1.2,0.36,49,A1,27,1.1,35,0.4,2500,"hot,coastal",26,33,238560,59640,298200,0.6,0.03,0,1,0,1,51
Rohini,Hospital,12,east,1200,high,235,1.4,0.28,39,yes,A1,metal,required,high,hot,28,68,850,high,M196,metal,aluminum,104,34,3.2,0,0,B,23,1.9,33,0.6,2750,"hot,coastal",42,32,124800,40800,165600,1.8,0.28,1,1,0,1,56
Ongole,Commercial,13,south,1325,medium,160,1.8,0.4,48,yes,A2,glass,required,high,hot,29,70,950,high,M204,glass,low-e,146,40,1.25,0.37,47,A2,26,1.2,35,0.4,2480,"hot,coastal",26,32,193450,53000,246450,0.55,0.03,1,1,1,1,92
Surat,Industrial,2,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,30,72,1300,high,M16,stone,marble,107,35,1.7,0,0,B,38,0.6,24,0.4,2700,hot,20,52,37450,12250,49700,0.5,0.46,1,1,0,1,67
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Panchkula,Industrial,6,west,650,low,105,2.6,0.57,63,no,C,composite,not required,avg,moderate,25,65,900,low,M174,composite,fiber cement,71,26,2.3,0,0,C,22,1.3,31,1.7,1700,moderate,24,28,46150,16900,63050,0.3,0.57,1,0,1,1,78
Gorakhpur,Industrial,8,west,750,low,110,2.4,0.53,58,no,C,composite,not required,avg,moderate,24,72,1050,medium,M38,composite,acp,29,28,2.5,0,0,B,20,1,30,1.2,2000,moderate,22,28,21750,21000,42750,0.1,0.53,1,0,0,1,61
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Kasganj,Hospital,14,east,1325,medium,155,1.5,0.32,40,yes,A1,glass,required,high,moderate,25,69,1080,medium,M41,glass,dg,165,45,0.85,0.25,38,C,26,1.2,36,0.2,2300,"coastal,hot",40,34,218625,59625,278250,0.65,0.07,0,1,0,0,40
Tiruppur,Hospital,14,east,1400,high,242,1.3,0.26,38,yes,A1,glass,required,high,hot,28,70,900,high,M190,glass,reflective,119,46,0.92,0.27,36,A1,28,1.4,38,0.2,2550,"coastal,hot",45,38,166600,64400,231000,0.38,0.01,1,1,1,1,94
Udaipur,Residential,13,north,825,medium,135,2.1,0.48,56,no,B,terracotta,not required,avg,hot,28,52,550,high,M12,terracotta,gfrc,123,29,2.7,0,0,B,32,1.2,26,2.5,2000,moderate,18,38,101475,23925,125400,0.6,0.48,1,0,1,0,65
Kadapa,Industrial,5,west,600,low,100,2.5,0.55,62,no,C,composite,not required,avg,hot,27,65,750,medium,M86,composite,hpl,69,26,2.2,0,0,C,20,1,28,1.7,2000,moderate,22,20,41400,15600,57000,0.3,0.55,1,0,1,0,68
Bangalore,Industrial,5,west,600,medium,120,2,0.45,55,no,C,composite,required,low,moderate,24,60,900,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,25800,18000,43800,0.2,0.45,1,0,0,1,61
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Visakhapatnam,Commercial,17,south,1575,medium,175,1.7,0.39,47,yes,A2,louvers,required,high,hot,29,75,1100,high,M228,louvers,galvanized,71,30,3.5,0,0,A1,23,2.4,30,0.8,2900,hot,42,35,111825,47250,159075,1.8,0.39,1,0,0,1,44
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,116,31,3.3,0,0,A2,23,2,33,0.6,2700,"hot,coastal",38,32,139200,37200,176400,1.9,0.27,1,1,0,0,46
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Sambhal,Industrial,3,west,375,low,75,2.8,0.59,65,no,C,stone,required,low,hot,30,67,850,high,M42,stone,marble,83,38,1.7,0,0,C,42,0.5,25,0.3,2700,hot,22,52,31125,14250,45375,1.1,0.59,0,1,1,1,57
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Vadodara,Industrial,5,west,450,low,70,2.3,0.52,58,no,C,metal,required,avg,hot,29,58,800,high,M3,metal,aluminum,81,35,3.5,0,0,A1,20,2,32,0.8,2700,"hot,coastal",40,25,36450,15750,52200,1.2,0.52,0,1,0,1,37
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Nashik,Commercial,16,south,1500,medium,175,1.7,0.4,47,yes,A2,louvers,required,high,hot,28,62,850,high,M218,louvers,aluminum,59,32,3.6,0,0,A1,24,2.5,32,0.8,2850,hot,43,35,88500,48000,136500,1.9,0.4,1,0,0,1,44
Guwahati,Hospital,12,east,1250,high,230,1.4,0.28,38,yes,A1,metal,required,high,hot,25,82,2000,high,M28,metal,zinc,92,26,2.9,0,0,B,22,1.8,31,0.3,7100,moderate,38,35,115000,32500,147500,1.5,0.28,1,1,0,0,46
Varanasi,Residential,5,north,650,medium,95,2.3,0.5,59,no,B,stone,required,low,moderate,26,71,1050,medium,M22,stone,limestone,63,28,2.15,0,0,B,42,0.5,26,2.8,2300,moderate,16,48,40950,18200,59150,0.15,0.5,1,1,1,1,91
Varanasi,Commercial,17,south,1650,high,240,1.7,0.4,45,yes,A2,composite,required,high,hot,27,69,1200,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,70950,49500,120450,0.1,0.4,1,0,1,0,73
Bhiwandi,Commercial,15,south,1400,medium,165,1.8,0.39,48,yes,A2,glass,required,high,hot,29,72,2200,high,M214,glass,low-e,118,41,1.2,0.36,49,C,26,1.1,35,0.4,2500,"hot,coastal",27,33,165200,57400,222600,0.6,0.03,1,1,0,1,71
Akola,Hospital,15,east,1525,medium,165,1.4,0.28,39,yes,A1,glass,required,high,hot,28,73,800,high,M11,glass,reflective,141,42,0.9,0.28,32,A2,24,1.5,37,0.1,2500,coastal,45,28,215025,64050,279075,0.5,0,1,1,0,0,63
Kolkata,Commercial,20,south,2000,high,200,1.6,0.35,50,yes,A2,glass,required,high,hot,27,80,1600,high,M5,glass,igu,130,45,1.1,0.3,55,B,28,1,38,0.3,2400,"hot,coastal",20,35,260000,90000,350000,0.5,0.05,1,1,0,1,72
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,116,31,3.3,0,0,A2,23,2,33,0.6,2700,"hot,coastal",38,32,139200,37200,176400,1.9,0.27,1,1,0,0,46
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,154,38,1,0.25,40,C,22,1.2,36,0.2,2600,coastal,30,32,169400,41800,211200,0.4,0,0,1,0,1,54
Delhi,Residential,8,north,800,low,80,2.2,0.5,60,no,B,stone,required,avg,hot,26,55,600,medium,M2,stone,granite,99,25,2,0,0,A2,40,0.5,28,1.2,2600,"hot,moderate",15,50,79200,20000,99200,0.2,0.5,0,1,0,1,50
Dhanbad,Industrial,6,west,625,low,108,2.6,0.57,63,no,C,composite,not required,avg,hot,27,70,1200,medium,M227,composite,fiber,65,25,2.3,0,0,A1,22,1.3,31,1.7,1700,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,0,0,48
Patna,Residential,9,north,850,low,90,2.4,0.55,62,no,B,stone,required,avg,hot,29,65,900,medium,M133,stone,granite,146,28,1.9,0,0,A2,35,0.6,29,1.1,2600,hot,18,48,124100,23800,147900,0.5,0.55,0,1,0,1,46
Udaipur,Residential,13,north,825,medium,135,2.1,0.48,56,no,B,terracotta,not required,avg,hot,28,52,550,high,M12,terracotta,gfrc,117,29,2.7,0,0,A2,32,1.2,26,2.5,2000,moderate,18,38,96525,23925,120450,0.6,0.48,1,0,0,0,45
Mirzapur,Commercial,19,south,1725,high,220,1.9,0.42,50,yes,A2,metal,required,high,hot,27,70,1100,medium,M169,metal,stainless,107,27,2.95,0,0,C,48,0.4,32,0.3,8000,"hot,cold",48,60,184575,46575,231150,1.05,0.42,1,1,0,1,60
Mangalore,Hospital,11,east,1200,high,230,1.4,0.26,37,yes,A1,metal,required,high,coastal,29,81,3400,high,M23,metal,acp,37,36,3,0,0,C,22,2,33,0.7,2900,coastal,36,26,44400,43200,87600,1.6,0.26,1,0,0,1,46
Hugli,Hospital,12,east,1225,medium,168,1.6,0.3,41,yes,A1,glass,required,high,moderate,25,76,1600,low,M181,glass,dg,122,46,0.88,0.26,39,B,29,1.1,38,0.15,2480,coastal,42,37,149450,56350,205800,0.72,0.04,1,1,0,0,59
Baranagar,Commercial,15,south,1400,high,205,1.9,0.42,50,yes,A2,metal,not required,high,hot,28,71,1250,high,M159,metal,stainless,88,24,2.95,0,0,A2,46,0.5,32,0.3,2800,"moderate,cold",45,60,123200,33600,156800,1.05,0.42,1,1,1,0,70
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Hardoi,Hospital,16,east,1575,high,240,1.4,0.27,37,yes,A1,composite,required,high,hot,27,74,1320,medium,M45,composite,fiber cement,57,28,2.2,0,0,C,22,1.8,33,1.5,1650,coastal,26,25,89775,44100,133875,0.8,0.27,1,0,0,0,45
Guwahati,Hospital,12,east,1250,high,230,1.4,0.28,38,yes,A1,metal,required,high,hot,25,82,2000,high,M28,metal,zinc,92,26,2.9,0,0,B,22,1.8,31,0.3,7100,moderate,38,35,115000,32500,147500,1.5,0.28,1,1,0,0,46
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Bellary,Residential,6,north,575,low,75,2.6,0.57,63,no,B,terracotta,required,low,hot,28,60,700,medium,M97,terracotta,cladding,100,33,2.9,0,0,C,36,0.9,29,3,1980,hot,16,44,57500,18975,76475,0.3,0.57,0,1,0,1,48
Gaya,Industrial,6,west,600,low,110,2.6,0.58,64,no,C,composite,not required,avg,hot,27,60,750,medium,M135,composite,hpl,44,25,2.1,0,0,C,20,1.2,31,1.8,1800,moderate,25,22,26400,15000,41400,0.5,0.58,1,0,1,0,65
Mysore,Residential,10,north,900,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,25,70,950,medium,M215,stone,granite,113,28,1.95,0,0,B,39,0.7,30,1,2600,moderate,20,52,101700,25200,126900,0.45,0.54,0,1,1,1,66
Parbhani,Residential,7,north,625,low,72,2.6,0.58,66,no,B,terracotta,required,avg,moderate,25,68,1050,low,M20,terracotta,panel,114,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,71250,19375,90625,0,0.58,0,1,0,0,42
Satna,Industrial,4,west,475,medium,135,2.7,0.58,63,no,C,stone,required,avg,hot,30,67,1050,medium,M77,stone,limestone,141,28,2.1,0,0,C,40,0.5,27,2.2,2350,moderate,24,52,66975,13300,80275,0.6,0.58,0,1,1,0,54
Budaun,Commercial,19,south,1825,high,225,1.9,0.43,50,yes,A2,metal,not required,high,hot,28,71,1180,high,M43,metal,stainless,110,25,2.9,0,0,C,48,0.4,30,0.2,8000,"moderate,cold",48,60,200750,45625,246375,1,0.43,1,1,0,0,50
Nashik,Commercial,11,south,1150,high,195,1.8,0.38,46,yes,A2,glass,required,high,moderate,26,64,850,medium,M17,glass,low-e,114,41,1.3,0.38,48,B,23,1.2,34,0.4,2450,hot,22,31,131100,47150,178250,0.5,0,1,1,0,0,63
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,123,38,1,0.25,40,B,22,1.2,36,0.2,2600,coastal,30,32,135300,41800,177100,0.4,0,1,1,0,1,74
Mandsaur,Industrial,6,west,625,low,105,2.6,0.57,63,no,C,composite,not required,avg,hot,27,60,850,medium,M207,composite,fiber cement,65,25,2.3,0,0,C,22,1.3,31,1.7,1680,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,1,0,68
Najafgarh,Hospital,13,east,1250,high,240,1.4,0.27,39,yes,A1,metal,required,high,hot,28,68,750,high,M216,metal,galvanized,109,34,3.2,0,0,C,23,1.9,33,0.6,2750,"hot,coastal",40,32,136250,42500,178750,1.8,0.27,1,1,0,1,56
Jabalpur,Commercial,18,south,1650,high,235,1.6,0.35,46,yes,A2,louvers,required,high,moderate,25,73,1350,medium,M82,louvers,aluminum,97,33,3.7,0,0,A1,21,2.7,31,0.9,2780,moderate,44,31,160050,54450,214500,2.1,0.35,1,0,0,1,45
Budaun,Commercial,19,south,1825,high,225,1.9,0.43,50,yes,A2,metal,not required,high,hot,28,71,1180,high,M43,metal,stainless,110,25,2.9,0,0,C,48,0.4,30,0.2,8000,"moderate,cold",48,60,200750,45625,246375,1,0.43,1,1,0,0,50
Parbhani,Residential,7,north,625,low,72,2.6,0.58,66,no,B,terracotta,required,avg,moderate,25,68,1050,low,M20,terracotta,panel,135,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,84375,19375,103750,0,0.58,0,1,0,0,42
Nashik,Commercial,16,south,1500,medium,175,1.7,0.4,47,yes,A2,louvers,required,high,hot,28,62,850,high,M218,louvers,aluminum,59,32,3.6,0,0,A1,24,2.5,32,0.8,2850,hot,43,35,88500,48000,136500,1.9,0.4,1,0,0,1,44
Bidhan Nagar,Residential,7,north,675,low,82,2.8,0.59,65,no,B,composite,required,avg,moderate,26,75,1600,low,M233,composite,acp,32,24,2.1,0,0,C,19,1.5,34,1.9,1650,"moderate,cold",26,24,21600,16200,37800,0.7,0.59,1,0,0,1,52
Chandigarh,Industrial,6,west,625,medium,140,2.3,0.52,59,no,C,stone,required,avg,moderate,24,60,800,medium,M191,stone,limestone,72,30,2.1,0,0,A1,42,0.5,28,2.2,2350,moderate,23,55,45000,18750,63750,0.2,0.52,1,1,0,1,70
Akola,Hospital,15,east,1525,medium,165,1.4,0.28,39,yes,A1,glass,required,high,hot,28,73,800,high,M11,glass,reflective,141,42,0.9,0.28,32,A2,24,1.5,37,0.1,2500,coastal,45,28,215025,64050,279075,0.5,0,1,1,0,0,63
Dhanbad,Residential,7,north,650,low,85,2.7,0.6,66,no,B,terracotta,required,avg,moderate,25,68,1000,medium,M137,terracotta,cladding,130,32,2.8,0,0,A2,35,0.9,29,2.9,1950,hot,15,44,84500,20800,105300,0.1,0.6,0,1,0,0,40
Jalgaon,Residential,4,north,425,low,68,2.8,0.6,70,no,B,stone,required,avg,hot,29,61,700,medium,M16,stone,marble,129,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,54825,14875,69700,1.1,0.6,0,1,0,1,37
Hoshiarpur,Hospital,14,east,1400,medium,180,1.5,0.27,38,yes,A1,metal,required,high,moderate,26,73,1000,high,M52,metal,galvanized,96,36,3.3,0,0,A1,23,2,32,0.4,2700,coastal,35,28,134400,50400,184800,1.8,0.27,1,1,1,0,66
Akola,Hospital,15,east,1525,medium,165,1.4,0.28,39,yes,A1,glass,required,high,hot,28,73,800,high,M11,glass,reflective,141,42,0.9,0.28,32,A2,24,1.5,37,0.1,2500,coastal,45,28,215025,64050,279075,0.5,0,1,1,0,0,63
Latur,Industrial,6,west,575,medium,120,2.3,0.52,59,no,C,metal,not required,low,hot,30,59,650,high,M23,metal,acp,27,36,3,0,0,B,22,2,33,0.7,2900,coastal,36,26,15525,20700,36225,0.7,0.52,1,0,0,0,43
Bali,Residential,8,north,825,low,87,2.4,0.54,61,no,B,stone,required,avg,moderate,26,70,1050,low,M162,stone,marble,148,30,1.95,0,0,B,40,0.6,29,0.9,2700,moderate,22,52,122100,24750,146850,0.45,0.54,0,1,1,1,66
Kota,Hospital,11,east,1180,high,228,1.5,0.29,40,yes,A1,glass,required,high,hot,28,58,650,medium,M147,glass,reflective,134,44,0.92,0.28,36,A2,29,1.4,37,0.2,2530,"coastal,hot",44,37,158120,51920,210040,0.58,0.01,1,1,0,1,72
Rampur,Industrial,5,west,550,medium,125,2.4,0.52,59,no,C,terracotta,required,low,moderate,24,71,1020,low,M38,terracotta,baguette,116,28,2.8,0,0,C,35,1.1,27,3.2,1900,hot,15,40,63800,15400,79200,0.4,0.52,1,1,1,0,77
Rewa,Commercial,19,south,1725,high,220,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,70,900,high,M78,metal,stainless,99,27,2.95,0,0,B,46,0.4,32,0.3,7950,"hot,cold",48,58,170775,46575,217350,1.15,0.4,1,1,0,1,59
Mysore,Residential,10,north,900,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,25,70,950,medium,M215,stone,granite,113,28,1.95,0,0,B,39,0.7,30,1,2600,moderate,20,52,101700,25200,126900,0.45,0.54,0,1,1,1,66
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,119,30,3.8,0,0,C,18,3,29,0.9,2750,"cold,moderate",42,28,226100,57000,283100,2.1,0.4,1,0,0,1,44
Sambhaji Nagar,Hospital,13,east,1300,high,238,1.4,0.27,39,yes,A1,metal,required,high,hot,28,65,950,high,M186,metal,galvanized,81,33,3.2,0,0,A1,24,1.8,34,0.5,2750,"hot,coastal",40,35,105300,42900,148200,1.8,0.27,1,1,1,1,76
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,38,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,56050,47200,103250,0.2,0.41,1,0,0,0,51
Ahmedabad,Commercial,18,south,1600,high,220,1.7,0.4,48,yes,A2,composite,not required,high,hot,31,50,500,high,M9,composite,hpl,63,32,1.9,0,0,C,18,1.8,34,1.8,1400,hot,28,22,100800,51200,152000,0.2,0.4,1,0,0,1,62
Kolkata,Commercial,20,south,2000,high,200,1.6,0.35,50,yes,A2,glass,required,high,hot,27,80,1600,high,M5,glass,igu,126,45,1.1,0.3,55,B,28,1,38,0.3,2400,"hot,coastal",20,35,252000,90000,342000,0.5,0.05,1,1,0,1,72
Patna,Residential,10,north,750,low,65,2.8,0.6,70,no,B,metal,not required,low,moderate,27,70,1400,low,M18,metal,stainless,118,18,2.9,0,0,B,50,0.3,30,0.2,8000,"moderate,cold",50,60,88500,13500,102000,0.1,0.6,0,1,1,1,70
Thiruvananthapuram,Commercial,19,south,1725,high,228,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,78,2000,high,M202,metal,stainless,73,29,3,0,0,A2,46,0.4,33,0.3,8000,"hot,cold",48,60,125925,50025,175950,1.2,0.4,1,1,1,1,78
Tirupati,Hospital,14,east,1425,medium,165,1.5,0.29,39,yes,A1,metal,required,high,hot,28,71,1050,high,M89,metal,galvanized,91,31,3.3,0,0,A2,24,1.7,32,0.6,2700,"hot,coastal",38,32,129675,44175,173850,1.8,0.29,1,1,0,1,56
Sangli,Commercial,14,south,1425,high,205,1.9,0.42,51,yes,A2,metal,required,avg,hot,27,65,900,high,M8,metal,galvanized,55,22,2.5,0,0,C,30,0.8,29,1.5,7800,"moderate,hot",35,45,78375,31350,109725,0.6,0.42,1,1,0,1,66
Shahjahanpur,Residential,10,north,850,low,85,2.3,0.54,60,no,B,terracotta,required,avg,hot,27,65,980,medium,M40,terracotta,cladding,146,25,2.7,0,0,C,34,0.8,29,1.5,2200,hot,18,38,124100,21250,145350,0.4,0.54,0,1,0,1,47
Meerut,Commercial,18,south,1650,high,228,1.6,0.35,46,yes,A2,metal,not required,high,hot,28,70,950,high,M222,metal,stainless,70,28,3,0,0,A1,47,0.4,33,0.3,8000,"hot,cold",48,60,115500,46200,161700,1.4,0.35,1,1,0,1,56
Bhopal,Commercial,14,south,1400,medium,130,1.9,0.42,52,yes,A2,metal,required,avg,hot,26,68,1100,medium,M13,metal,louvers,125,27,3.2,0,0,A2,26,2.5,31,0.6,2800,"hot,moderate",32,30,175000,37800,212800,1.3,0.42,1,0,1,1,67
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,123,38,1,0.25,40,B,22,1.2,36,0.2,2600,coastal,30,32,135300,41800,177100,0.4,0,1,1,0,1,74
Rampur,Industrial,5,west,550,medium,125,2.4,0.52,59,no,C,terracotta,required,low,moderate,24,71,1020,low,M38,terracotta,baguette,116,28,2.8,0,0,C,35,1.1,27,3.2,1900,hot,15,40,63800,15400,79200,0.4,0.52,1,1,1,0,77
Satara,Industrial,9,west,875,low,78,2.4,0.54,61,no,C,stone,required,low,moderate,23,70,1200,medium,M22,stone,limestone,93,28,2.15,0,0,A2,42,0.5,26,2.8,2300,moderate,16,48,81375,24500,105875,0.25,0.54,0,1,0,1,49
Belgaum,Industrial,8,west,725,low,85,2.5,0.55,62,no,C,composite,required,low,moderate,24,67,950,medium,M14,composite,acp,30,20,2.1,0,0,A1,16,1,33,1.9,1600,moderate,25,18,21750,14500,36250,0.4,0.55,1,0,0,1,57
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Ambala,Commercial,12,south,1300,medium,152,1.8,0.38,46,yes,A2,glass,required,high,moderate,25,67,950,medium,M141,glass,tinted,162,38,1.25,0.35,48,A2,26,1.2,35,0.4,2450,"hot,moderate",26,32,210600,49400,260000,0.55,0.03,0,1,1,1,72
Ludhiana,Hospital,12,east,1150,high,220,1.4,0.28,39,yes,A1,metal,required,high,moderate,27,75,1150,high,M48,metal,aluminum,93,34,3.2,0,0,A2,22,1.8,32,0.5,2800,"hot,coastal",40,35,106950,39100,146050,1.8,0.28,1,1,0,0,46
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,85,30,3.8,0,0,B,18,3,29,0.9,2750,"cold,moderate",42,28,157250,55500,212750,2.2,0.35,1,0,0,0,35
Tirupati,Hospital,14,east,1450,medium,155,1.5,0.3,42,yes,A1,glass,not required,high,hot,28,72,600,high,M1,glass,low-e,115,40,1.2,0.35,50,C,25,1,35,0.5,2500,"coastal,hot",25,30,166750,58000,224750,0.3,0.05,1,1,0,1,75
Jalandhar,Commercial,15,south,1400,medium,145,1.7,0.38,46,yes,A2,glass,required,high,hot,28,66,1200,medium,M46,glass,low-e,105,38,1.2,0.35,48,A2,27,1,35,0.4,2500,coastal,25,32,147000,53200,200200,0.5,0.03,1,1,1,0,82
Patiala,Industrial,5,west,600,low,95,2.5,0.56,60,no,C,composite,not required,low,hot,30,68,900,medium,M49,composite,hpl,43,22,2,0,0,B,20,1,28,1.5,2000,moderate,22,25,25800,13200,39000,0.5,0.56,1,0,0,0,45
Bijapur,Industrial,7,west,725,medium,135,2.3,0.52,59,no,C,composite,not required,avg,hot,28,62,650,high,M95,composite,fiber,65,24,2.25,0,0,B,22,1.2,30,1.9,1680,hot,24,28,47125,17400,64525,0.05,0.52,1,0,0,1,62
Sangli,Commercial,14,south,1425,high,205,1.9,0.42,51,yes,A2,metal,required,avg,hot,27,65,900,high,M8,metal,galvanized,56,22,2.5,0,0,B,30,0.8,29,1.5,7800,"moderate,hot",35,45,79800,31350,111150,0.6,0.42,1,1,0,1,66
